id,project_id,date,overall_gyr_status,open_issues_count,past_due_actions_count,open_risks_count,open_ranked_risks_count,active_changes_count,created_at,updated_at,num_overall_gyr_status
13980,131,2023-10-27,green,0,0,0,0,0,2023-10-28 00:00:10,2023-10-28 00:00:10,1
13981,132,2023-10-27,yellow,2,6,2,2,1,2023-10-28 00:00:11,2023-10-28 00:00:11,2
13982,133,2023-10-27,yellow,1,3,0,0,0,2023-10-28 00:00:11,2023-10-28 00:00:11,2
13983,134,2023-10-27,green,0,1,0,0,0,2023-10-28 00:00:11,2023-10-28 00:00:11,1
13984,135,2023-10-27,green,65,65,25,10,0,2023-10-28 00:00:12,2023-10-28 00:00:12,1
13985,201,2023-10-27,green,0,3,0,0,0,2023-10-28 00:00:12,2023-10-28 00:00:12,1
13986,202,2023-10-27,green,0,0,0,0,0,2023-10-28 00:00:12,2023-10-28 00:00:12,1
13987,5,2023-10-28,green,0,1,0,0,0,2023-10-29 00:00:05,2023-10-29 00:00:05,1
13988,30,2023-10-28,green,0,1,0,0,0,2023-10-29 00:00:05,2023-10-29 00:00:05,1
13989,56,2023-10-28,red,0,6,2,1,0,2023-10-29 00:00:05,2023-10-29 00:00:05,3
13990,58,2023-10-28,yellow,0,0,0,0,0,2023-10-29 00:00:06,2023-10-29 00:00:06,2
13991,60,2023-10-28,yellow,0,3,1,1,0,2023-10-29 00:00:06,2023-10-29 00:00:06,2
13992,126,2023-10-28,green,1,4,4,3,2,2023-10-29 00:00:06,2023-10-29 00:00:06,1
13993,127,2023-10-28,yellow,1,4,0,0,0,2023-10-29 00:00:07,2023-10-29 00:00:07,2
13994,131,2023-10-28,green,0,0,0,0,0,2023-10-29 00:00:07,2023-10-29 00:00:07,1
13995,132,2023-10-28,yellow,2,6,2,2,1,2023-10-29 00:00:07,2023-10-29 00:00:07,2
13996,133,2023-10-28,yellow,1,3,0,0,0,2023-10-29 00:00:07,2023-10-29 00:00:07,2
13997,134,2023-10-28,green,0,1,0,0,0,2023-10-29 00:00:08,2023-10-29 00:00:08,1
13998,135,2023-10-28,green,65,65,25,10,0,2023-10-29 00:00:08,2023-10-29 00:00:08,1
13999,201,2023-10-28,green,0,3,0,0,0,2023-10-29 00:00:09,2023-10-29 00:00:09,1
14000,202,2023-10-28,green,0,0,0,0,0,2023-10-29 00:00:09,2023-10-29 00:00:09,1
14001,5,2023-10-29,green,0,1,0,0,0,2023-10-30 00:00:05,2023-10-30 00:00:05,1
14002,30,2023-10-29,green,0,1,0,0,0,2023-10-30 00:00:06,2023-10-30 00:00:06,1
14003,56,2023-10-29,red,0,6,2,1,0,2023-10-30 00:00:06,2023-10-30 00:00:06,3
14004,58,2023-10-29,yellow,0,0,0,0,0,2023-10-30 00:00:06,2023-10-30 00:00:06,2
14005,60,2023-10-29,yellow,0,3,1,1,0,2023-10-30 00:00:07,2023-10-30 00:00:07,2
14006,126,2023-10-29,green,1,4,4,3,2,2023-10-30 00:00:07,2023-10-30 00:00:07,1
14007,127,2023-10-29,yellow,1,4,0,0,0,2023-10-30 00:00:08,2023-10-30 00:00:08,2
14008,131,2023-10-29,green,0,0,0,0,0,2023-10-30 00:00:08,2023-10-30 00:00:08,1
14009,132,2023-10-29,yellow,2,6,2,2,1,2023-10-30 00:00:08,2023-10-30 00:00:08,2
14010,133,2023-10-29,yellow,1,3,0,0,0,2023-10-30 00:00:08,2023-10-30 00:00:08,2
14011,134,2023-10-29,green,0,1,0,0,0,2023-10-30 00:00:09,2023-10-30 00:00:09,1
14012,135,2023-10-29,green,65,65,25,10,0,2023-10-30 00:00:09,2023-10-30 00:00:09,1
14013,201,2023-10-29,green,0,3,0,0,0,2023-10-30 00:00:10,2023-10-30 00:00:10,1
14014,202,2023-10-29,green,0,0,0,0,0,2023-10-30 00:00:10,2023-10-30 00:00:10,1
14015,5,2023-10-30,green,0,1,0,0,0,2023-10-31 00:00:05,2023-10-31 00:00:05,1
14016,30,2023-10-30,green,0,1,0,0,0,2023-10-31 00:00:06,2023-10-31 00:00:06,1
14017,56,2023-10-30,red,0,6,2,1,0,2023-10-31 00:00:06,2023-10-31 00:00:06,3
14018,58,2023-10-30,yellow,0,0,0,0,0,2023-10-31 00:00:07,2023-10-31 00:00:07,2
14019,60,2023-10-30,yellow,0,3,1,1,0,2023-10-31 00:00:07,2023-10-31 00:00:07,2
14020,126,2023-10-30,green,1,4,4,3,2,2023-10-31 00:00:08,2023-10-31 00:00:08,1
14021,127,2023-10-30,yellow,1,4,0,0,0,2023-10-31 00:00:08,2023-10-31 00:00:08,2
14022,131,2023-10-30,green,0,0,0,0,0,2023-10-31 00:00:08,2023-10-31 00:00:08,1
14023,132,2023-10-30,yellow,2,6,2,2,1,2023-10-31 00:00:09,2023-10-31 00:00:09,2
14024,133,2023-10-30,yellow,1,3,0,0,0,2023-10-31 00:00:09,2023-10-31 00:00:09,2
14025,134,2023-10-30,green,0,1,0,0,0,2023-10-31 00:00:10,2023-10-31 00:00:10,1
14026,135,2023-10-30,green,65,65,25,10,0,2023-10-31 00:00:10,2023-10-31 00:00:10,1
14027,201,2023-10-30,green,0,3,0,0,0,2023-10-31 00:00:11,2023-10-31 00:00:11,1
14028,202,2023-10-30,green,0,0,0,0,0,2023-10-31 00:00:11,2023-10-31 00:00:11,1
14029,5,2023-10-31,green,0,1,0,0,0,2023-11-01 00:00:08,2023-11-01 00:00:08,1
14030,30,2023-10-31,green,0,1,0,0,0,2023-11-01 00:00:08,2023-11-01 00:00:08,1
14031,56,2023-10-31,red,0,6,2,1,0,2023-11-01 00:00:09,2023-11-01 00:00:09,3
14032,58,2023-10-31,yellow,0,0,0,0,0,2023-11-01 00:00:09,2023-11-01 00:00:09,2
14033,60,2023-10-31,yellow,0,3,1,1,0,2023-11-01 00:00:09,2023-11-01 00:00:09,2
14034,126,2023-10-31,green,1,4,4,3,2,2023-11-01 00:00:10,2023-11-01 00:00:10,1
14035,127,2023-10-31,yellow,1,4,0,0,0,2023-11-01 00:00:10,2023-11-01 00:00:10,2
14036,131,2023-10-31,green,0,0,0,0,0,2023-11-01 00:00:10,2023-11-01 00:00:10,1
14037,132,2023-10-31,yellow,2,6,2,2,1,2023-11-01 00:00:11,2023-11-01 00:00:11,2
14038,133,2023-10-31,yellow,1,3,0,0,0,2023-11-01 00:00:11,2023-11-01 00:00:11,2
14039,134,2023-10-31,green,0,1,0,0,0,2023-11-01 00:00:11,2023-11-01 00:00:11,1
14040,135,2023-10-31,green,65,65,25,10,0,2023-11-01 00:00:12,2023-11-01 00:00:12,1
14041,201,2023-10-31,green,0,3,0,0,0,2023-11-01 00:00:12,2023-11-01 00:00:12,1
14042,202,2023-10-31,green,0,0,0,0,0,2023-11-01 00:00:12,2023-11-01 00:00:12,1
14043,5,2023-11-01,green,0,1,0,0,0,2023-11-02 00:00:06,2023-11-02 00:00:06,1
14044,30,2023-11-01,green,0,1,0,0,0,2023-11-02 00:00:07,2023-11-02 00:00:07,1
14045,56,2023-11-01,red,0,6,2,1,0,2023-11-02 00:00:07,2023-11-02 00:00:07,3
14046,58,2023-11-01,yellow,0,0,0,0,0,2023-11-02 00:00:08,2023-11-02 00:00:08,2
14047,60,2023-11-01,yellow,0,3,1,1,0,2023-11-02 00:00:08,2023-11-02 00:00:08,2
14048,126,2023-11-01,green,1,4,4,3,2,2023-11-02 00:00:08,2023-11-02 00:00:08,1
14049,127,2023-11-01,yellow,1,4,0,0,0,2023-11-02 00:00:09,2023-11-02 00:00:09,2
14050,131,2023-11-01,green,0,0,0,0,0,2023-11-02 00:00:09,2023-11-02 00:00:09,1
14051,132,2023-11-01,yellow,2,6,2,2,1,2023-11-02 00:00:10,2023-11-02 00:00:10,2
14052,133,2023-11-01,yellow,1,3,0,0,0,2023-11-02 00:00:10,2023-11-02 00:00:10,2
14053,134,2023-11-01,green,0,1,0,0,0,2023-11-02 00:00:10,2023-11-02 00:00:10,1
14054,135,2023-11-01,green,65,65,25,10,0,2023-11-02 00:00:11,2023-11-02 00:00:11,1
14055,201,2023-11-01,green,0,3,0,0,0,2023-11-02 00:00:11,2023-11-02 00:00:11,1
14056,202,2023-11-01,green,0,0,0,0,0,2023-11-02 00:00:12,2023-11-02 00:00:12,1
14057,5,2023-11-02,green,0,1,0,0,0,2023-11-03 00:00:05,2023-11-03 00:00:05,1
14058,30,2023-11-02,green,0,1,0,0,0,2023-11-03 00:00:06,2023-11-03 00:00:06,1
14059,56,2023-11-02,red,0,6,2,1,0,2023-11-03 00:00:06,2023-11-03 00:00:06,3
14060,58,2023-11-02,yellow,0,0,0,0,0,2023-11-03 00:00:07,2023-11-03 00:00:07,2
14061,60,2023-11-02,yellow,0,3,1,1,0,2023-11-03 00:00:07,2023-11-03 00:00:07,2
14062,126,2023-11-02,green,1,4,4,3,2,2023-11-03 00:00:08,2023-11-03 00:00:08,1
14063,127,2023-11-02,yellow,1,4,0,0,0,2023-11-03 00:00:08,2023-11-03 00:00:08,2
14064,131,2023-11-02,green,0,0,0,0,0,2023-11-03 00:00:08,2023-11-03 00:00:08,1
14065,132,2023-11-02,yellow,2,6,2,2,1,2023-11-03 00:00:09,2023-11-03 00:00:09,2
14066,133,2023-11-02,yellow,1,3,0,0,0,2023-11-03 00:00:09,2023-11-03 00:00:09,2
14067,134,2023-11-02,green,0,1,0,0,0,2023-11-03 00:00:10,2023-11-03 00:00:10,1
14068,135,2023-11-02,green,65,65,25,10,0,2023-11-03 00:00:10,2023-11-03 00:00:10,1
14069,201,2023-11-02,green,0,3,0,0,0,2023-11-03 00:00:11,2023-11-03 00:00:11,1
14070,202,2023-11-02,green,0,0,0,0,0,2023-11-03 00:00:11,2023-11-03 00:00:11,1
14071,5,2023-11-03,green,0,1,0,0,0,2023-11-04 00:00:03,2023-11-04 00:00:03,1
14072,30,2023-11-03,green,0,1,0,0,0,2023-11-04 00:00:04,2023-11-04 00:00:04,1
14073,56,2023-11-03,red,0,6,2,1,0,2023-11-04 00:00:04,2023-11-04 00:00:04,3
14074,58,2023-11-03,yellow,0,0,0,0,0,2023-11-04 00:00:04,2023-11-04 00:00:04,2
14075,60,2023-11-03,yellow,0,3,1,1,0,2023-11-04 00:00:05,2023-11-04 00:00:05,2
14076,126,2023-11-03,green,1,4,4,3,2,2023-11-04 00:00:05,2023-11-04 00:00:05,1
14077,127,2023-11-03,yellow,1,4,0,0,0,2023-11-04 00:00:06,2023-11-04 00:00:06,2
14078,131,2023-11-03,green,0,0,0,0,0,2023-11-04 00:00:06,2023-11-04 00:00:06,1
14079,132,2023-11-03,yellow,2,6,2,2,1,2023-11-04 00:00:06,2023-11-04 00:00:06,2
14080,133,2023-11-03,yellow,1,3,0,0,0,2023-11-04 00:00:07,2023-11-04 00:00:07,2
14081,134,2023-11-03,green,0,1,0,0,0,2023-11-04 00:00:07,2023-11-04 00:00:07,1
14082,135,2023-11-03,green,65,65,25,10,0,2023-11-04 00:00:07,2023-11-04 00:00:07,1
14083,201,2023-11-03,green,0,3,0,0,0,2023-11-04 00:00:08,2023-11-04 00:00:08,1
14084,202,2023-11-03,green,0,0,0,0,0,2023-11-04 00:00:08,2023-11-04 00:00:08,1
14085,5,2023-11-04,green,0,1,0,0,0,2023-11-05 00:00:10,2023-11-05 00:00:10,1
14086,30,2023-11-04,green,0,1,0,0,0,2023-11-05 00:00:10,2023-11-05 00:00:10,1
14087,56,2023-11-04,red,0,6,2,1,0,2023-11-05 00:00:11,2023-11-05 00:00:11,3
14088,58,2023-11-04,yellow,0,0,0,0,0,2023-11-05 00:00:11,2023-11-05 00:00:11,2
14089,60,2023-11-04,yellow,0,3,1,1,0,2023-11-05 00:00:11,2023-11-05 00:00:11,2
14090,126,2023-11-04,green,1,4,4,3,2,2023-11-05 00:00:12,2023-11-05 00:00:12,1
14091,127,2023-11-04,yellow,1,4,0,0,0,2023-11-05 00:00:12,2023-11-05 00:00:12,2
14092,131,2023-11-04,green,0,0,0,0,0,2023-11-05 00:00:13,2023-11-05 00:00:13,1
14093,132,2023-11-04,yellow,2,6,2,2,1,2023-11-05 00:00:13,2023-11-05 00:00:13,2
14094,133,2023-11-04,yellow,1,3,0,0,0,2023-11-05 00:00:14,2023-11-05 00:00:14,2
14095,134,2023-11-04,green,0,1,0,0,0,2023-11-05 00:00:14,2023-11-05 00:00:14,1
14096,135,2023-11-04,green,65,65,25,10,0,2023-11-05 00:00:15,2023-11-05 00:00:15,1
14097,201,2023-11-04,green,0,3,0,0,0,2023-11-05 00:00:15,2023-11-05 00:00:15,1
14098,202,2023-11-04,green,0,0,0,0,0,2023-11-05 00:00:16,2023-11-05 00:00:16,1
14099,5,2023-11-05,green,0,1,0,0,0,2023-11-05 23:00:02,2023-11-05 23:00:02,1
14100,30,2023-11-05,green,0,1,0,0,0,2023-11-05 23:00:03,2023-11-05 23:00:03,1
14101,56,2023-11-05,red,0,6,2,1,0,2023-11-05 23:00:03,2023-11-05 23:00:03,3
14102,58,2023-11-05,yellow,0,0,0,0,0,2023-11-05 23:00:04,2023-11-05 23:00:04,2
14103,60,2023-11-05,yellow,0,3,1,1,0,2023-11-05 23:00:04,2023-11-05 23:00:04,2
14104,126,2023-11-05,green,1,4,4,3,2,2023-11-05 23:00:04,2023-11-05 23:00:04,1
14105,127,2023-11-05,yellow,1,4,0,0,0,2023-11-05 23:00:05,2023-11-05 23:00:05,2
14106,131,2023-11-05,green,0,0,0,0,0,2023-11-05 23:00:05,2023-11-05 23:00:05,1
14107,132,2023-11-05,yellow,2,6,2,2,1,2023-11-05 23:00:06,2023-11-05 23:00:06,2
14108,133,2023-11-05,yellow,1,3,0,0,0,2023-11-05 23:00:06,2023-11-05 23:00:06,2
14109,134,2023-11-05,green,0,1,0,0,0,2023-11-05 23:00:07,2023-11-05 23:00:07,1
14110,135,2023-11-05,green,65,65,25,10,0,2023-11-05 23:00:07,2023-11-05 23:00:07,1
14111,201,2023-11-05,green,0,3,0,0,0,2023-11-05 23:00:07,2023-11-05 23:00:07,1
14112,202,2023-11-05,green,0,0,0,0,0,2023-11-05 23:00:08,2023-11-05 23:00:08,1
14113,5,2023-11-06,green,0,1,0,0,0,2023-11-06 23:00:05,2023-11-06 23:00:05,1
14114,30,2023-11-06,green,0,1,0,0,0,2023-11-06 23:00:05,2023-11-06 23:00:05,1
14115,56,2023-11-06,red,0,6,2,1,0,2023-11-06 23:00:06,2023-11-06 23:00:06,3
14116,58,2023-11-06,yellow,0,0,0,0,0,2023-11-06 23:00:06,2023-11-06 23:00:06,2
14117,60,2023-11-06,yellow,0,3,1,1,0,2023-11-06 23:00:06,2023-11-06 23:00:06,2
14118,126,2023-11-06,green,1,4,4,3,2,2023-11-06 23:00:07,2023-11-06 23:00:07,1
14119,127,2023-11-06,yellow,1,4,0,0,0,2023-11-06 23:00:07,2023-11-06 23:00:07,2
14120,131,2023-11-06,green,0,0,0,0,0,2023-11-06 23:00:07,2023-11-06 23:00:07,1
14121,132,2023-11-06,yellow,2,6,2,2,1,2023-11-06 23:00:08,2023-11-06 23:00:08,2
14122,133,2023-11-06,yellow,1,3,0,0,0,2023-11-06 23:00:08,2023-11-06 23:00:08,2
14123,134,2023-11-06,green,0,1,0,0,0,2023-11-06 23:00:09,2023-11-06 23:00:09,1
14124,135,2023-11-06,green,65,65,25,10,0,2023-11-06 23:00:09,2023-11-06 23:00:09,1
14125,201,2023-11-06,green,0,3,0,0,0,2023-11-06 23:00:09,2023-11-06 23:00:09,1
14126,202,2023-11-06,green,0,0,0,0,0,2023-11-06 23:00:10,2023-11-06 23:00:10,1
14127,5,2023-11-07,green,0,1,0,0,0,2023-11-07 23:00:03,2023-11-07 23:00:03,1
14128,30,2023-11-07,green,0,1,0,0,0,2023-11-07 23:00:04,2023-11-07 23:00:04,1
14129,56,2023-11-07,red,0,6,2,1,0,2023-11-07 23:00:04,2023-11-07 23:00:04,3
14130,58,2023-11-07,yellow,0,0,0,0,0,2023-11-07 23:00:05,2023-11-07 23:00:05,2
14131,60,2023-11-07,yellow,0,3,1,1,0,2023-11-07 23:00:05,2023-11-07 23:00:05,2
14132,126,2023-11-07,green,1,3,4,3,2,2023-11-07 23:00:05,2023-11-07 23:00:05,1
14133,127,2023-11-07,green,1,2,0,0,0,2023-11-07 23:00:06,2023-11-07 23:00:06,1
14134,131,2023-11-07,green,0,0,0,0,0,2023-11-07 23:00:06,2023-11-07 23:00:06,1
14135,132,2023-11-07,yellow,2,6,2,2,1,2023-11-07 23:00:06,2023-11-07 23:00:06,2
14136,133,2023-11-07,yellow,1,3,0,0,0,2023-11-07 23:00:07,2023-11-07 23:00:07,2
14137,134,2023-11-07,green,0,1,0,0,0,2023-11-07 23:00:07,2023-11-07 23:00:07,1
14138,135,2023-11-07,green,65,65,25,10,0,2023-11-07 23:00:08,2023-11-07 23:00:08,1
14139,201,2023-11-07,red,0,2,1,1,1,2023-11-07 23:00:08,2023-11-07 23:00:08,3
14140,202,2023-11-07,green,0,0,0,0,0,2023-11-07 23:00:08,2023-11-07 23:00:08,1
14141,5,2023-11-08,green,0,1,0,0,0,2023-11-08 23:00:08,2023-11-08 23:00:08,1
14142,30,2023-11-08,green,0,1,0,0,0,2023-11-08 23:00:08,2023-11-08 23:00:08,1
14143,56,2023-11-08,red,0,6,2,1,0,2023-11-08 23:00:09,2023-11-08 23:00:09,3
14144,58,2023-11-08,yellow,0,0,0,0,0,2023-11-08 23:00:09,2023-11-08 23:00:09,2
14145,60,2023-11-08,yellow,0,3,1,1,0,2023-11-08 23:00:10,2023-11-08 23:00:10,2
14146,126,2023-11-08,green,1,1,4,3,2,2023-11-08 23:00:10,2023-11-08 23:00:10,1
14147,127,2023-11-08,green,1,2,0,0,0,2023-11-08 23:00:10,2023-11-08 23:00:10,1
14148,131,2023-11-08,green,0,0,0,0,0,2023-11-08 23:00:11,2023-11-08 23:00:11,1
14149,132,2023-11-08,yellow,2,5,2,2,1,2023-11-08 23:00:11,2023-11-08 23:00:11,2
14150,133,2023-11-08,yellow,1,3,0,0,0,2023-11-08 23:00:11,2023-11-08 23:00:11,2
14151,134,2023-11-08,green,0,1,0,0,0,2023-11-08 23:00:12,2023-11-08 23:00:12,1
14152,135,2023-11-08,green,65,65,25,10,0,2023-11-08 23:00:12,2023-11-08 23:00:12,1
14153,201,2023-11-08,red,0,2,1,1,1,2023-11-08 23:00:13,2023-11-08 23:00:13,3
14154,202,2023-11-08,green,0,0,0,0,0,2023-11-08 23:00:13,2023-11-08 23:00:13,1
14155,5,2023-11-09,green,0,1,0,0,0,2023-11-09 23:00:07,2023-11-09 23:00:07,1
14156,30,2023-11-09,green,0,1,0,0,0,2023-11-09 23:00:08,2023-11-09 23:00:08,1
14157,56,2023-11-09,red,0,6,2,1,0,2023-11-09 23:00:08,2023-11-09 23:00:08,3
14158,58,2023-11-09,yellow,0,0,0,0,0,2023-11-09 23:00:09,2023-11-09 23:00:09,2
14159,60,2023-11-09,yellow,0,3,1,1,0,2023-11-09 23:00:09,2023-11-09 23:00:09,2
14160,126,2023-11-09,green,1,1,4,3,2,2023-11-09 23:00:10,2023-11-09 23:00:10,1
14161,127,2023-11-09,green,1,3,0,0,0,2023-11-09 23:00:11,2023-11-09 23:00:11,1
14162,131,2023-11-09,green,0,0,0,0,0,2023-11-09 23:00:11,2023-11-09 23:00:11,1
14163,132,2023-11-09,yellow,2,5,2,2,1,2023-11-09 23:00:12,2023-11-09 23:00:12,2
14164,133,2023-11-09,yellow,1,3,0,0,0,2023-11-09 23:00:12,2023-11-09 23:00:12,2
14165,134,2023-11-09,green,0,1,0,0,0,2023-11-09 23:00:13,2023-11-09 23:00:13,1
14166,135,2023-11-09,green,65,65,25,10,0,2023-11-09 23:00:13,2023-11-09 23:00:13,1
14167,201,2023-11-09,red,0,2,1,1,1,2023-11-09 23:00:14,2023-11-09 23:00:14,3
14168,202,2023-11-09,green,0,0,0,0,0,2023-11-09 23:00:14,2023-11-09 23:00:14,1
14169,5,2023-11-10,green,0,1,0,0,0,2023-11-10 23:00:08,2023-11-10 23:00:08,1
14170,30,2023-11-10,green,0,1,0,0,0,2023-11-10 23:00:08,2023-11-10 23:00:08,1
14171,56,2023-11-10,red,0,6,2,1,0,2023-11-10 23:00:09,2023-11-10 23:00:09,3
14172,58,2023-11-10,yellow,0,0,0,0,0,2023-11-10 23:00:09,2023-11-10 23:00:09,2
14173,60,2023-11-10,yellow,0,3,1,1,0,2023-11-10 23:00:09,2023-11-10 23:00:09,2
14174,126,2023-11-10,green,1,2,4,3,2,2023-11-10 23:00:10,2023-11-10 23:00:10,1
14175,127,2023-11-10,green,1,3,0,0,0,2023-11-10 23:00:10,2023-11-10 23:00:10,1
14176,131,2023-11-10,green,0,0,0,0,0,2023-11-10 23:00:10,2023-11-10 23:00:10,1
14177,132,2023-11-10,yellow,2,6,2,2,1,2023-11-10 23:00:11,2023-11-10 23:00:11,2
14178,133,2023-11-10,yellow,1,3,0,0,0,2023-11-10 23:00:11,2023-11-10 23:00:11,2
14179,134,2023-11-10,green,0,1,0,0,0,2023-11-10 23:00:11,2023-11-10 23:00:11,1
14180,135,2023-11-10,green,65,65,25,10,0,2023-11-10 23:00:12,2023-11-10 23:00:12,1
14181,201,2023-11-10,red,0,2,1,1,1,2023-11-10 23:00:12,2023-11-10 23:00:12,3
14182,202,2023-11-10,green,0,0,0,0,0,2023-11-10 23:00:12,2023-11-10 23:00:12,1
14183,5,2023-11-11,green,0,1,0,0,0,2023-11-11 23:00:08,2023-11-11 23:00:08,1
14184,30,2023-11-11,green,0,1,0,0,0,2023-11-11 23:00:08,2023-11-11 23:00:08,1
14185,56,2023-11-11,red,0,6,2,1,0,2023-11-11 23:00:09,2023-11-11 23:00:09,3
14186,58,2023-11-11,yellow,0,0,0,0,0,2023-11-11 23:00:09,2023-11-11 23:00:09,2
14187,60,2023-11-11,yellow,0,3,1,1,0,2023-11-11 23:00:09,2023-11-11 23:00:09,2
14188,126,2023-11-11,green,1,2,4,3,2,2023-11-11 23:00:09,2023-11-11 23:00:09,1
14189,127,2023-11-11,green,1,3,0,0,0,2023-11-11 23:00:10,2023-11-11 23:00:10,1
14190,131,2023-11-11,green,0,0,0,0,0,2023-11-11 23:00:10,2023-11-11 23:00:10,1
14191,132,2023-11-11,yellow,2,6,2,2,1,2023-11-11 23:00:10,2023-11-11 23:00:10,2
14192,133,2023-11-11,yellow,1,3,0,0,0,2023-11-11 23:00:11,2023-11-11 23:00:11,2
14193,134,2023-11-11,green,0,1,0,0,0,2023-11-11 23:00:11,2023-11-11 23:00:11,1
14194,135,2023-11-11,green,65,65,25,10,0,2023-11-11 23:00:12,2023-11-11 23:00:12,1
14195,201,2023-11-11,red,0,2,1,1,1,2023-11-11 23:00:12,2023-11-11 23:00:12,3
14196,202,2023-11-11,green,0,0,0,0,0,2023-11-11 23:00:12,2023-11-11 23:00:12,1
14197,5,2023-11-12,green,0,1,0,0,0,2023-11-12 23:00:11,2023-11-12 23:00:11,1
14198,30,2023-11-12,green,0,1,0,0,0,2023-11-12 23:00:12,2023-11-12 23:00:12,1
14199,56,2023-11-12,red,0,6,2,1,0,2023-11-12 23:00:12,2023-11-12 23:00:12,3
14200,58,2023-11-12,yellow,0,0,0,0,0,2023-11-12 23:00:13,2023-11-12 23:00:13,2
14201,60,2023-11-12,yellow,0,3,1,1,0,2023-11-12 23:00:13,2023-11-12 23:00:13,2
14202,126,2023-11-12,green,1,2,4,3,2,2023-11-12 23:00:13,2023-11-12 23:00:13,1
14203,127,2023-11-12,green,1,3,0,0,0,2023-11-12 23:00:14,2023-11-12 23:00:14,1
14204,131,2023-11-12,green,0,0,0,0,0,2023-11-12 23:00:14,2023-11-12 23:00:14,1
14205,132,2023-11-12,yellow,2,6,2,2,1,2023-11-12 23:00:15,2023-11-12 23:00:15,2
14206,133,2023-11-12,yellow,1,3,0,0,0,2023-11-12 23:00:15,2023-11-12 23:00:15,2
14207,134,2023-11-12,green,0,1,0,0,0,2023-11-12 23:00:15,2023-11-12 23:00:15,1
14208,135,2023-11-12,green,65,65,25,10,0,2023-11-12 23:00:16,2023-11-12 23:00:16,1
14209,201,2023-11-12,red,0,2,1,1,1,2023-11-12 23:00:16,2023-11-12 23:00:16,3
14210,202,2023-11-12,green,0,0,0,0,0,2023-11-12 23:00:16,2023-11-12 23:00:16,1
14211,5,2023-11-13,green,0,1,0,0,0,2023-11-13 23:00:06,2023-11-13 23:00:06,1
14212,30,2023-11-13,green,0,1,0,0,0,2023-11-13 23:00:07,2023-11-13 23:00:07,1
14213,56,2023-11-13,red,0,6,2,1,0,2023-11-13 23:00:07,2023-11-13 23:00:07,3
14214,58,2023-11-13,yellow,0,0,0,0,0,2023-11-13 23:00:08,2023-11-13 23:00:08,2
14215,60,2023-11-13,yellow,0,3,1,1,0,2023-11-13 23:00:08,2023-11-13 23:00:08,2
14216,126,2023-11-13,green,1,2,4,3,2,2023-11-13 23:00:08,2023-11-13 23:00:08,1
14217,127,2023-11-13,green,1,3,0,0,0,2023-11-13 23:00:09,2023-11-13 23:00:09,1
14218,131,2023-11-13,green,0,0,0,0,0,2023-11-13 23:00:09,2023-11-13 23:00:09,1
14219,132,2023-11-13,yellow,2,6,2,2,1,2023-11-13 23:00:10,2023-11-13 23:00:10,2
14220,133,2023-11-13,yellow,1,3,0,0,0,2023-11-13 23:00:10,2023-11-13 23:00:10,2
14221,134,2023-11-13,green,0,1,0,0,0,2023-11-13 23:00:11,2023-11-13 23:00:11,1
14222,135,2023-11-13,green,65,65,25,10,0,2023-11-13 23:00:11,2023-11-13 23:00:11,1
14223,201,2023-11-13,red,0,2,1,1,1,2023-11-13 23:00:11,2023-11-13 23:00:11,3
14224,202,2023-11-13,green,0,0,0,0,0,2023-11-13 23:00:12,2023-11-13 23:00:12,1
14225,5,2023-11-14,green,0,1,0,0,0,2023-11-14 23:00:05,2023-11-14 23:00:05,1
14226,30,2023-11-14,green,0,1,0,0,0,2023-11-14 23:00:06,2023-11-14 23:00:06,1
14227,56,2023-11-14,red,0,6,2,1,0,2023-11-14 23:00:06,2023-11-14 23:00:06,3
14228,58,2023-11-14,yellow,0,0,0,0,0,2023-11-14 23:00:07,2023-11-14 23:00:07,2
14229,60,2023-11-14,yellow,0,3,1,1,0,2023-11-14 23:00:07,2023-11-14 23:00:07,2
14230,126,2023-11-14,green,1,2,4,3,2,2023-11-14 23:00:07,2023-11-14 23:00:07,1
14231,127,2023-11-14,green,1,3,0,0,0,2023-11-14 23:00:08,2023-11-14 23:00:08,1
14232,131,2023-11-14,green,0,0,0,0,0,2023-11-14 23:00:08,2023-11-14 23:00:08,1
14233,132,2023-11-14,yellow,2,6,2,2,1,2023-11-14 23:00:08,2023-11-14 23:00:08,2
14234,133,2023-11-14,yellow,1,3,0,0,0,2023-11-14 23:00:09,2023-11-14 23:00:09,2
14235,134,2023-11-14,green,0,1,0,0,0,2023-11-14 23:00:09,2023-11-14 23:00:09,1
14236,135,2023-11-14,green,65,65,25,10,0,2023-11-14 23:00:10,2023-11-14 23:00:10,1
14237,201,2023-11-14,red,0,2,1,1,1,2023-11-14 23:00:10,2023-11-14 23:00:10,3
14238,202,2023-11-14,green,0,0,0,0,0,2023-11-14 23:00:10,2023-11-14 23:00:10,1
14239,5,2023-11-15,green,0,1,0,0,0,2023-11-15 23:00:09,2023-11-15 23:00:09,1
14240,30,2023-11-15,green,0,1,0,0,0,2023-11-15 23:00:09,2023-11-15 23:00:09,1
14241,56,2023-11-15,red,0,6,2,1,0,2023-11-15 23:00:09,2023-11-15 23:00:09,3
14242,58,2023-11-15,yellow,0,0,0,0,0,2023-11-15 23:00:10,2023-11-15 23:00:10,2
14243,60,2023-11-15,yellow,0,3,1,1,0,2023-11-15 23:00:10,2023-11-15 23:00:10,2
